row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,days_to_ship,profit_margin
4191,CA-2017-166709,2017-11-17,2017-11-22,Standard Class,HL-15040,TEC-CO-10004722,10499.97,3,0.0,5039.9856,5,0.48
4192,CA-2015-129392,2015-07-08,2015-07-08,Same Day,DM-13015,OFF-PA-10004248,21.12,5,0.2,6.6,0,0.3125
4193,CA-2015-150875,2015-11-16,2015-11-20,Standard Class,HK-14890,FUR-TA-10000577,696.42,2,0.0,160.1766,4,0.23
4194,CA-2015-150875,2015-11-16,2015-11-20,Standard Class,HK-14890,TEC-PH-10001254,304.776,3,0.2,22.8582,4,0.075
4195,CA-2015-154200,2015-06-18,2015-06-22,Standard Class,BG-11740,OFF-AR-10001044,51.98,2,0.0,15.0742,4,0.29
4196,CA-2016-124233,2016-04-08,2016-04-14,Standard Class,CK-12595,FUR-FU-10002597,24.7,5,0.0,10.374,6,0.42
4197,US-2015-134271,2015-04-18,2015-04-23,Second Class,RF-19735,OFF-LA-10004093,21.93,3,0.0,10.3071,5,0.47
4198,US-2016-161683,2016-12-03,2016-12-08,Standard Class,CJ-12010,OFF-AP-10000179,394.816,4,0.2,93.7688,5,0.2375
4199,US-2016-161683,2016-12-03,2016-12-08,Standard Class,CJ-12010,OFF-BI-10001072,18.192,4,0.7,-14.5536,5,-0.8
4200,CA-2015-143105,2015-12-10,2015-12-10,Same Day,MA-17560,OFF-LA-10004093,7.31,1,0.0,3.4357,0,0.47
4201,CA-2015-143105,2015-12-10,2015-12-10,Same Day,MA-17560,TEC-CO-10002095,799.984,2,0.2,249.995,0,0.3125
4202,CA-2015-143105,2015-12-10,2015-12-10,Same Day,MA-17560,OFF-PA-10002713,41.28,6,0.0,18.9888,0,0.46
4203,CA-2015-143105,2015-12-10,2015-12-10,Same Day,MA-17560,OFF-PA-10002254,184.66,7,0.0,84.9436,0,0.46
4204,CA-2014-145387,2014-10-31,2014-11-02,Second Class,AM-10705,OFF-AR-10001683,49.25,5,0.0,18.715,2,0.38
4205,CA-2014-145387,2014-10-31,2014-11-02,Second Class,AM-10705,OFF-PA-10002195,10.16,2,0.0,4.7752,2,0.47
4206,CA-2014-145387,2014-10-31,2014-11-02,Second Class,AM-10705,FUR-FU-10002364,14.76,2,0.0,4.2804,2,0.29
4207,CA-2014-145387,2014-10-31,2014-11-02,Second Class,AM-10705,OFF-BI-10004001,34.08,2,0.0,15.6768,2,0.46
4208,CA-2014-145387,2014-10-31,2014-11-02,Second Class,AM-10705,FUR-FU-10000023,17.67,3,0.0,7.7748,2,0.44
4209,CA-2014-145387,2014-10-31,2014-11-02,Second Class,AM-10705,FUR-CH-10002320,1604.9,5,0.0,481.47,2,0.3
4210,CA-2014-145387,2014-10-31,2014-11-02,Second Class,AM-10705,FUR-TA-10003238,385.686,1,0.3,-60.6078,2,-0.1571
4211,CA-2017-109715,2017-12-09,2017-12-14,Standard Class,AH-10585,OFF-PA-10004965,15.984,2,0.2,4.995,5,0.3125
4212,CA-2014-166457,2014-05-05,2014-05-09,Second Class,PF-19120,OFF-PA-10003016,9.42,3,0.0,4.239,4,0.45
4213,CA-2014-166457,2014-05-05,2014-05-09,Second Class,PF-19120,OFF-AR-10003651,6.56,2,0.0,1.9024,4,0.29
4214,CA-2014-166457,2014-05-05,2014-05-09,Second Class,PF-19120,OFF-PA-10001363,24.56,2,0.0,11.5432,4,0.47
4215,CA-2016-164637,2016-03-04,2016-03-08,Standard Class,RD-19480,OFF-BI-10003876,128.4,3,0.0,64.2,4,0.5
4216,CA-2014-103590,2014-11-30,2014-12-04,Standard Class,JL-15505,OFF-EN-10004007,62.28,4,0.0,29.2716,4,0.47
4217,CA-2015-111234,2015-02-18,2015-02-22,Standard Class,AB-10600,OFF-LA-10002271,9.24,3,0.0,4.4352,4,0.48
4218,CA-2017-149881,2017-04-01,2017-04-03,First Class,NC-18535,FUR-BO-10003894,482.664,8,0.15,85.176,2,0.1765
4219,CA-2017-149881,2017-04-01,2017-04-03,First Class,NC-18535,TEC-MA-10000418,4799.984,2,0.2,359.9988,2,0.075
4220,CA-2017-134565,2017-06-11,2017-06-13,Second Class,TB-21400,OFF-PA-10004243,37.94,2,0.0,18.2112,2,0.48
4221,CA-2017-134565,2017-06-11,2017-06-13,Second Class,TB-21400,OFF-BI-10001759,18.288,6,0.2,6.6294,2,0.3625
4222,CA-2017-134565,2017-06-11,2017-06-13,Second Class,TB-21400,TEC-MA-10001570,385.8,5,0.2,130.2075,2,0.3375
4223,CA-2017-134565,2017-06-11,2017-06-13,Second Class,TB-21400,OFF-ST-10004804,102.96,2,0.0,1.0296,2,0.01
4224,CA-2017-134565,2017-06-11,2017-06-13,Second Class,TB-21400,FUR-BO-10001519,174.42,3,0.0,41.8608,2,0.24
4225,CA-2016-108644,2016-09-30,2016-10-03,First Class,SJ-20215,OFF-BI-10000343,1.964,2,0.8,-3.2406,3,-1.65
4226,US-2014-102631,2014-12-13,2014-12-17,Standard Class,EB-13840,FUR-FU-10003930,94.428,3,0.6,-42.4926,4,-0.45
4227,CA-2017-120327,2017-11-11,2017-11-16,Standard Class,WB-21850,OFF-FA-10004854,45.92,4,0.0,21.5824,5,0.47
4228,CA-2015-154970,2015-01-05,2015-01-10,Standard Class,SR-20740,FUR-CH-10003396,61.584,1,0.2,-6.9282,5,-0.1125
4229,CA-2016-113803,2016-03-24,2016-03-26,First Class,VG-21805,OFF-PA-10001994,22.48,1,0.0,10.3408,2,0.46
4230,CA-2017-100223,2017-07-05,2017-07-10,Standard Class,LS-16945,FUR-FU-10003601,332.028,9,0.6,-348.6294,5,-1.05
4231,CA-2017-100223,2017-07-05,2017-07-10,Standard Class,LS-16945,OFF-BI-10003429,11.394,9,0.8,-17.6607,5,-1.55
4232,CA-2017-100223,2017-07-05,2017-07-10,Standard Class,LS-16945,OFF-PA-10000232,15.552,3,0.2,5.6376,5,0.3625
4233,CA-2017-100223,2017-07-05,2017-07-10,Standard Class,LS-16945,OFF-PA-10002195,31.104,6,0.2,11.2752,5,0.3625
4234,CA-2017-100223,2017-07-05,2017-07-10,Standard Class,LS-16945,OFF-BI-10004492,6.316,1,0.8,-10.4214,5,-1.65
4235,CA-2014-168823,2014-09-21,2014-09-24,First Class,MA-17560,OFF-PA-10004000,11.352,3,0.2,4.1151,3,0.3625
4236,CA-2014-168823,2014-09-21,2014-09-24,First Class,MA-17560,OFF-LA-10004425,20.808,9,0.2,7.0227,3,0.3375
4237,CA-2016-162404,2016-07-23,2016-07-27,Standard Class,NF-18475,OFF-BI-10000948,11.416,4,0.8,-18.8364,4,-1.65
4238,CA-2017-104024,2017-08-29,2017-09-03,Second Class,MD-17860,OFF-AR-10001972,9.408,7,0.2,0.7056,5,0.075
4239,CA-2017-147144,2017-03-26,2017-03-28,First Class,MZ-17335,OFF-AR-10004587,19.83,1,0.0,5.949,2,0.3
4240,CA-2017-158673,2017-12-29,2018-01-04,Standard Class,KB-16600,OFF-PA-10000994,209.7,2,0.0,100.656,6,0.48
4241,CA-2014-133704,2014-09-20,2014-09-26,Standard Class,MA-17995,OFF-AP-10001366,43.92,4,0.0,11.8584,6,0.27
4242,CA-2014-133704,2014-09-20,2014-09-26,Standard Class,MA-17995,OFF-BI-10001636,20.232,3,0.2,6.5754,6,0.325
4243,CA-2016-159142,2016-04-04,2016-04-05,First Class,ME-17320,TEC-PH-10001448,149.97,3,0.0,5.9988,1,0.04
4244,CA-2016-159142,2016-04-04,2016-04-05,First Class,ME-17320,OFF-PA-10001776,27.81,3,0.0,13.0707,1,0.47
4245,CA-2014-138436,2014-03-26,2014-03-30,Standard Class,JD-15895,TEC-AC-10002323,66.3,3,0.0,8.619,4,0.13
4246,CA-2017-117702,2017-11-28,2017-12-04,Standard Class,LS-16975,OFF-AR-10004582,1.64,1,0.0,0.738,6,0.45
4247,CA-2017-117702,2017-11-28,2017-12-04,Standard Class,LS-16975,FUR-FU-10000576,1049.2,5,0.0,272.792,6,0.26
4248,CA-2017-117702,2017-11-28,2017-12-04,Standard Class,LS-16975,FUR-FU-10004270,20.9,5,0.0,7.524,6,0.36
4249,CA-2016-157336,2016-12-01,2016-12-05,Second Class,SJ-20500,OFF-BI-10004236,88.08,6,0.0,40.5168,4,0.46
4250,CA-2016-157336,2016-12-01,2016-12-05,Second Class,SJ-20500,FUR-CH-10004997,751.92,4,0.0,150.384,4,0.2
4251,CA-2014-168130,2014-09-19,2014-09-19,Same Day,BS-11365,FUR-CH-10000988,887.103,7,0.1,177.4206,0,0.2
4252,CA-2015-155068,2015-10-23,2015-10-23,Same Day,RA-19285,TEC-PH-10004897,55.944,7,0.2,-13.2867,0,-0.2375
4253,CA-2015-155068,2015-10-23,2015-10-23,Same Day,RA-19285,OFF-AR-10002656,10.688,2,0.2,2.2712,0,0.2125
4254,CA-2015-155068,2015-10-23,2015-10-23,Same Day,RA-19285,TEC-PH-10004924,11.824,2,0.2,1.0346,0,0.0875
4255,CA-2017-163160,2017-10-13,2017-10-16,First Class,TS-21610,OFF-PA-10003127,63.312,3,0.2,20.5764,3,0.325
4256,CA-2017-163160,2017-10-13,2017-10-16,First Class,TS-21610,OFF-BI-10000778,96.784,4,0.8,-145.176,3,-1.5
4257,CA-2017-163160,2017-10-13,2017-10-16,First Class,TS-21610,FUR-FU-10001424,10.476,3,0.6,-6.8094,3,-0.65
4258,CA-2015-101924,2015-09-04,2015-09-09,Standard Class,KB-16585,OFF-BI-10000962,9.762,2,0.7,-6.8334,5,-0.7
4259,CA-2016-124793,2016-03-14,2016-03-16,First Class,MM-18280,FUR-CH-10002880,196.784,2,0.2,-22.1382,2,-0.1125
4260,CA-2017-118367,2017-10-28,2017-11-02,Second Class,LO-17170,OFF-EN-10004386,47.98,2,0.0,23.99,5,0.5
4261,CA-2017-164819,2017-10-15,2017-10-19,Second Class,RS-19420,OFF-LA-10001045,13.05,5,0.0,6.003,4,0.46
4262,CA-2017-158344,2017-08-07,2017-08-11,Standard Class,CC-12475,TEC-AC-10002006,63.96,4,0.0,19.8276,4,0.31
4263,CA-2017-123351,2017-09-21,2017-09-25,Standard Class,KT-16480,OFF-AP-10001242,80.48,1,0.0,24.144,4,0.3
4264,CA-2017-110429,2017-11-03,2017-11-08,Standard Class,DM-13015,OFF-BI-10000216,11.673,3,0.7,-7.782,5,-0.6667
4265,US-2016-131611,2016-11-05,2016-11-09,Standard Class,EP-13915,FUR-TA-10002774,863.128,8,0.3,-160.2952,4,-0.1857
4266,US-2016-131611,2016-11-05,2016-11-09,Standard Class,EP-13915,OFF-BI-10004364,3.564,3,0.8,-6.237,4,-1.75
4267,US-2016-131611,2016-11-05,2016-11-09,Standard Class,EP-13915,FUR-BO-10000780,956.6648,7,0.32,-225.0976,4,-0.2353
4268,US-2016-131611,2016-11-05,2016-11-09,Standard Class,EP-13915,OFF-BI-10001989,12.588,3,0.8,-20.1408,4,-1.6
4269,US-2016-131611,2016-11-05,2016-11-09,Standard Class,EP-13915,TEC-AC-10004001,171.96,5,0.2,45.1395,4,0.2625
4270,US-2017-124821,2017-06-25,2017-06-29,Second Class,AM-10705,FUR-TA-10000688,871.4,4,0.0,148.138,4,0.17
4271,CA-2015-166975,2015-11-26,2015-11-30,Standard Class,SH-20635,FUR-FU-10003930,692.472,11,0.2,190.4298,4,0.275
4272,CA-2016-123806,2016-11-24,2016-11-27,Second Class,LA-16780,FUR-FU-10000965,207.76,4,0.0,85.1816,3,0.41
4273,US-2017-158505,2017-07-21,2017-07-21,Same Day,SF-20200,TEC-PH-10004071,71.928,9,0.2,6.2937,0,0.0875
4274,US-2017-158505,2017-07-21,2017-07-21,Same Day,SF-20200,OFF-AR-10001044,25.99,1,0.0,7.5371,0,0.29
4275,CA-2015-142692,2015-10-23,2015-10-28,Standard Class,AG-10495,OFF-BI-10004140,3.592,1,0.2,1.1225,5,0.3125
4276,CA-2015-123456,2015-07-09,2015-07-13,Standard Class,KN-16450,OFF-AP-10002684,48.632,2,0.8,-121.58,4,-2.5
4277,CA-2017-151358,2017-08-18,2017-08-22,Standard Class,NF-18595,OFF-ST-10000046,323.1,2,0.0,61.389,4,0.19
4278,US-2016-107440,2016-04-16,2016-04-20,Standard Class,BS-11365,TEC-MA-10001047,9099.93,7,0.0,2365.9818,4,0.26
4279,US-2016-107440,2016-04-16,2016-04-20,Standard Class,BS-11365,FUR-FU-10000550,9.96,2,0.0,3.2868,4,0.33
4280,US-2016-107440,2016-04-16,2016-04-20,Standard Class,BS-11365,OFF-BI-10002432,25.3,5,0.0,11.891,4,0.47
4281,CA-2014-166989,2014-11-14,2014-11-18,Standard Class,RM-19675,OFF-PA-10004470,11.36,2,0.0,5.2256,4,0.46
4282,CA-2014-166989,2014-11-14,2014-11-18,Standard Class,RM-19675,FUR-CH-10001797,69.264,2,0.1,14.6224,4,0.2111
4283,CA-2014-103100,2014-12-20,2014-12-23,First Class,AB-10105,OFF-LA-10003720,3.69,1,0.0,1.7343,3,0.47
4284,CA-2014-103100,2014-12-20,2014-12-23,First Class,AB-10105,OFF-BI-10004600,1103.97,3,0.0,496.7865,3,0.45
4285,CA-2015-105690,2015-11-21,2015-11-26,Second Class,CA-11965,FUR-BO-10003965,246.1328,2,0.32,-76.0116,5,-0.3088
4286,CA-2015-105690,2015-11-21,2015-11-26,Second Class,CA-11965,OFF-LA-10000240,11.696,2,0.2,3.9474,5,0.3375
4287,CA-2015-105690,2015-11-21,2015-11-26,Second Class,CA-11965,TEC-CO-10001571,439.992,1,0.2,164.997,5,0.375
4288,CA-2017-127516,2017-12-28,2018-01-03,Standard Class,EH-14005,OFF-ST-10000736,64.784,1,0.2,-12.9568,6,-0.2
4289,US-2015-117184,2015-05-17,2015-05-21,Standard Class,ON-18715,OFF-BI-10002082,33.28,5,0.8,-49.92,4,-1.5
4290,US-2015-117184,2015-05-17,2015-05-21,Standard Class,ON-18715,OFF-PA-10002250,14.088,3,0.2,4.9308,4,0.35
4291,CA-2017-102407,2017-12-09,2017-12-13,Second Class,AT-10435,OFF-AR-10000122,11.16,2,0.0,2.79,4,0.25
4292,CA-2017-102407,2017-12-09,2017-12-13,Second Class,AT-10435,FUR-TA-10003748,896.328,9,0.2,22.4082,4,0.025
4293,CA-2017-102407,2017-12-09,2017-12-13,Second Class,AT-10435,OFF-AP-10001394,189.0,1,0.0,68.04,4,0.36
4294,CA-2017-130967,2017-03-10,2017-03-16,Standard Class,EB-13870,TEC-PH-10004896,53.982,3,0.4,-10.7964,6,-0.2
4295,CA-2017-101581,2017-10-22,2017-10-27,Standard Class,DW-13195,FUR-TA-10002607,177.225,5,0.5,-120.513,5,-0.68
4296,CA-2017-169124,2017-07-03,2017-07-10,Standard Class,MB-17305,FUR-FU-10001215,129.39,3,0.0,54.3438,7,0.42
4297,CA-2017-117261,2017-09-04,2017-09-10,Standard Class,TH-21235,OFF-ST-10000419,54.32,4,0.0,0.5432,6,0.01
4298,CA-2017-129021,2017-08-23,2017-08-26,Second Class,PO-18850,TEC-PH-10001459,4367.896,13,0.2,327.5922,3,0.075
4299,CA-2017-129021,2017-08-23,2017-08-26,Second Class,PO-18850,OFF-PA-10000241,49.568,2,0.2,15.49,3,0.3125
4300,CA-2017-129021,2017-08-23,2017-08-26,Second Class,PO-18850,OFF-AP-10003040,161.376,6,0.2,12.1032,3,0.075
4301,CA-2017-129021,2017-08-23,2017-08-26,Second Class,PO-18850,FUR-FU-10001852,2.784,2,0.2,0.4176,3,0.15
4302,CA-2017-129021,2017-08-23,2017-08-26,Second Class,PO-18850,OFF-PA-10000141,8.72,5,0.2,2.943,3,0.3375
4303,CA-2014-123253,2014-08-22,2014-08-25,Second Class,DE-13255,OFF-AR-10002804,3.912,1,0.2,1.0269,3,0.2625
4304,CA-2016-121601,2016-10-04,2016-10-04,Same Day,MO-17500,OFF-EN-10003862,59.752,7,0.2,19.4194,0,0.325
4305,CA-2014-162278,2014-10-26,2014-10-30,Second Class,AH-10585,FUR-FU-10000448,63.92,4,0.0,3.196,4,0.05
4306,CA-2014-162278,2014-10-26,2014-10-30,Second Class,AH-10585,TEC-PH-10000526,383.96,5,0.2,38.396,4,0.1
4307,CA-2016-161095,2016-06-28,2016-06-28,Same Day,CS-12250,OFF-BI-10002764,7.752,3,0.2,2.8101,0,0.3625
4308,CA-2016-161095,2016-06-28,2016-06-28,Same Day,CS-12250,OFF-BI-10001524,33.568,2,0.2,11.7488,0,0.35
4309,CA-2014-125829,2014-11-04,2014-11-11,Standard Class,WB-21850,TEC-PH-10001079,666.344,7,0.2,66.6344,7,0.1
4310,CA-2014-125829,2014-11-04,2014-11-11,Standard Class,WB-21850,FUR-TA-10002041,573.728,4,0.2,-64.5444,7,-0.1125
4311,CA-2014-125829,2014-11-04,2014-11-11,Standard Class,WB-21850,OFF-BI-10001036,21.936,3,0.2,8.226,7,0.375
4312,CA-2014-125829,2014-11-04,2014-11-11,Standard Class,WB-21850,OFF-PA-10000223,19.44,3,0.0,9.3312,7,0.48
4313,CA-2014-125829,2014-11-04,2014-11-11,Standard Class,WB-21850,TEC-MA-10003246,447.968,4,0.2,139.99,7,0.3125
4314,CA-2014-123127,2014-09-08,2014-09-12,Standard Class,SP-20620,OFF-AP-10001962,16.78,2,0.0,4.195,4,0.25
4315,CA-2015-115945,2015-06-25,2015-07-01,Standard Class,AB-10165,OFF-AR-10004062,20.96,2,0.0,5.24,6,0.25
4316,CA-2015-115945,2015-06-25,2015-07-01,Standard Class,AB-10165,OFF-BI-10004330,88.752,3,0.2,27.735,6,0.3125
4317,CA-2015-115945,2015-06-25,2015-07-01,Standard Class,AB-10165,OFF-ST-10001963,304.23,3,0.0,9.1269,6,0.03
4318,CA-2015-136735,2015-07-26,2015-08-02,Standard Class,HA-14920,OFF-EN-10002230,167.86,2,0.0,78.8942,7,0.47
4319,US-2017-136189,2017-12-07,2017-12-11,Standard Class,DC-13285,FUR-FU-10000175,82.38,6,0.0,25.5378,4,0.31
4320,CA-2014-152345,2014-12-29,2015-01-03,Second Class,ST-20530,TEC-PH-10004897,23.976,3,0.2,-5.6943,5,-0.2375
4321,CA-2014-152345,2014-12-29,2015-01-03,Second Class,ST-20530,OFF-ST-10003123,33.29,1,0.0,7.9896,5,0.24
4322,US-2015-147662,2015-02-14,2015-02-19,Standard Class,KB-16315,OFF-BI-10001658,14.952,2,0.7,-11.9616,5,-0.8
4323,US-2015-147662,2015-02-14,2015-02-19,Standard Class,KB-16315,TEC-PH-10002834,323.982,3,0.4,-80.9955,5,-0.25
4324,US-2015-147662,2015-02-14,2015-02-19,Standard Class,KB-16315,OFF-BI-10002160,2.286,2,0.7,-1.6764,5,-0.7333
4325,US-2015-147662,2015-02-14,2015-02-19,Standard Class,KB-16315,OFF-AR-10004999,14.352,3,0.2,0.897,5,0.0625
4326,US-2015-147662,2015-02-14,2015-02-19,Standard Class,KB-16315,TEC-AC-10003280,71.976,3,0.2,0.8997,5,0.0125
4327,CA-2016-153346,2016-01-25,2016-01-27,First Class,TB-21355,OFF-AR-10000315,9.21,3,0.0,2.3025,2,0.25
4328,CA-2016-153346,2016-01-25,2016-01-27,First Class,TB-21355,OFF-PA-10000007,18.0,5,0.0,8.28,2,0.46
4329,CA-2017-118360,2017-04-01,2017-04-07,Standard Class,JC-15775,OFF-PA-10000791,42.93,9,0.0,19.3185,6,0.45
4330,CA-2017-149853,2017-10-03,2017-10-09,Standard Class,PO-18850,OFF-PA-10000556,15.552,3,0.2,5.4432,6,0.35
4331,CA-2017-149853,2017-10-03,2017-10-09,Standard Class,PO-18850,OFF-AP-10000804,17.92,5,0.2,1.12,6,0.0625
4332,CA-2017-107909,2017-09-01,2017-09-06,Standard Class,SS-20875,TEC-AC-10001998,19.99,1,0.0,6.7966,5,0.34
4333,CA-2017-107909,2017-09-01,2017-09-06,Standard Class,SS-20875,OFF-BI-10003476,22.92,5,0.2,8.022,5,0.35
4334,CA-2015-112375,2015-12-21,2015-12-27,Standard Class,RD-19720,TEC-AC-10003237,50.88,6,0.2,14.628,6,0.2875
4335,CA-2015-112375,2015-12-21,2015-12-27,Standard Class,RD-19720,OFF-EN-10003798,27.312,2,0.2,9.2178,6,0.3375
4336,CA-2015-154795,2015-12-20,2015-12-24,Standard Class,GZ-14470,OFF-EN-10003068,7.92,1,0.2,2.772,4,0.35
4337,CA-2015-154795,2015-12-20,2015-12-24,Standard Class,GZ-14470,FUR-FU-10002088,14.368,2,0.2,3.9512,4,0.275
4338,CA-2015-125234,2015-11-27,2015-12-01,Standard Class,SN-20710,TEC-AC-10000158,107.97,3,0.0,22.6737,4,0.21
4339,CA-2015-125234,2015-11-27,2015-12-01,Standard Class,SN-20710,OFF-PA-10000482,113.82,3,0.0,53.4954,4,0.47
4340,CA-2017-133501,2017-08-27,2017-09-01,Standard Class,DK-12895,OFF-PA-10004888,5.184,1,0.2,1.8144,5,0.35
4341,US-2014-129609,2014-03-22,2014-03-22,Same Day,VM-21835,OFF-AR-10003478,16.28,2,0.0,6.512,0,0.4
4342,CA-2017-130309,2017-12-17,2017-12-21,Standard Class,GB-14575,OFF-ST-10003208,544.38,3,0.0,157.8702,4,0.29
4343,CA-2017-105410,2017-03-19,2017-03-22,First Class,ND-18370,OFF-BI-10004970,19.824,6,0.2,6.6906,3,0.3375
4344,CA-2017-105410,2017-03-19,2017-03-22,First Class,ND-18370,TEC-PH-10000038,657.504,6,0.2,-131.5008,3,-0.2
4345,CA-2017-105410,2017-03-19,2017-03-22,First Class,ND-18370,TEC-AC-10001552,99.54,2,0.0,10.9494,3,0.11
4346,CA-2017-105410,2017-03-19,2017-03-22,First Class,ND-18370,TEC-AC-10002926,199.96,4,0.0,85.9828,3,0.43
4347,CA-2016-120355,2016-09-18,2016-09-25,Standard Class,MM-17260,FUR-CH-10001394,631.782,2,0.1,140.396,7,0.2222
4348,CA-2016-120355,2016-09-18,2016-09-25,Standard Class,MM-17260,FUR-FU-10004053,60.72,3,0.0,26.1096,7,0.43
4349,CA-2017-169894,2017-11-24,2017-11-29,Second Class,MV-17485,OFF-BI-10004230,20.724,2,0.7,-15.1976,5,-0.7333
4350,CA-2017-169894,2017-11-24,2017-11-29,Second Class,MV-17485,OFF-ST-10000060,415.872,8,0.2,-41.5872,5,-0.1
4351,US-2017-100482,2017-04-11,2017-04-15,Standard Class,JL-15130,OFF-ST-10001325,16.768,2,0.2,1.4672,4,0.0875
4352,US-2017-100482,2017-04-11,2017-04-15,Standard Class,JL-15130,TEC-AC-10003441,27.12,2,0.2,-4.746,4,-0.175
4353,CA-2017-107748,2017-12-10,2017-12-12,Second Class,AG-10330,TEC-PH-10003215,95.84,4,0.2,34.742,2,0.3625
4354,CA-2017-107748,2017-12-10,2017-12-12,Second Class,AG-10330,OFF-PA-10002005,12.96,2,0.0,6.2208,2,0.48
4355,CA-2017-153654,2017-11-24,2017-11-26,Second Class,MD-17860,OFF-BI-10004465,19.008,8,0.7,-12.672,2,-0.6667
4356,CA-2015-155600,2015-12-04,2015-12-07,Second Class,RO-19780,OFF-BI-10000545,1598.058,7,0.7,-1065.372,3,-0.6667
4357,CA-2015-155600,2015-12-04,2015-12-07,Second Class,RO-19780,OFF-AR-10003752,36.96,4,0.2,12.012,3,0.325
4358,CA-2017-162565,2017-12-11,2017-12-11,Same Day,RR-19315,OFF-PA-10001937,10.368,2,0.2,3.6288,0,0.35
4359,CA-2017-162565,2017-12-11,2017-12-11,Same Day,RR-19315,FUR-FU-10004306,77.72,1,0.6,-66.062,0,-0.85
4360,CA-2017-162565,2017-12-11,2017-12-11,Same Day,RR-19315,FUR-CH-10003973,520.464,2,0.3,-14.8704,0,-0.0286
4361,CA-2016-127642,2016-05-21,2016-05-23,First Class,CP-12340,OFF-PA-10000565,111.96,2,0.0,54.8604,2,0.49
4362,US-2017-163195,2017-02-17,2017-02-21,Second Class,LL-16840,TEC-PH-10003875,29.16,3,0.0,8.4564,4,0.29
4363,CA-2017-111332,2017-05-20,2017-05-22,Second Class,NC-18340,OFF-AR-10001953,131.94,3,0.0,35.6238,2,0.27
4364,CA-2017-111332,2017-05-20,2017-05-22,Second Class,NC-18340,OFF-AR-10001374,25.92,4,0.0,8.2944,2,0.32
4365,CA-2017-111332,2017-05-20,2017-05-22,Second Class,NC-18340,OFF-ST-10003816,704.76,4,0.0,162.0948,2,0.23
4366,CA-2017-111332,2017-05-20,2017-05-22,Second Class,NC-18340,OFF-FA-10001843,7.41,3,0.0,3.4827,2,0.47
4367,CA-2017-111332,2017-05-20,2017-05-22,Second Class,NC-18340,OFF-AR-10000657,21.5,10,0.0,7.095,2,0.33
4368,CA-2017-117044,2017-09-11,2017-09-13,Second Class,HA-14920,OFF-FA-10000936,10.528,4,0.2,3.29,2,0.3125
4369,CA-2017-117044,2017-09-11,2017-09-13,Second Class,HA-14920,OFF-PA-10003657,20.544,6,0.2,6.42,2,0.3125
4370,US-2016-165078,2016-11-05,2016-11-10,Standard Class,MA-17995,OFF-BI-10001989,104.9,5,0.0,50.352,5,0.48
4371,US-2016-165078,2016-11-05,2016-11-10,Standard Class,MA-17995,OFF-AR-10002987,39.68,2,0.0,16.2688,5,0.41
4372,US-2016-165078,2016-11-05,2016-11-10,Standard Class,MA-17995,OFF-LA-10000414,51.75,5,0.0,24.84,5,0.48
4373,US-2017-169320,2017-07-23,2017-07-25,Second Class,LH-16900,OFF-AR-10003602,11.68,2,0.0,5.4896,2,0.47
4374,US-2017-169320,2017-07-23,2017-07-25,Second Class,LH-16900,TEC-AC-10002550,159.75,5,0.0,11.1825,2,0.07
4375,CA-2016-158575,2016-11-18,2016-11-24,Standard Class,SB-20290,OFF-AP-10002998,103.968,6,0.2,16.8948,6,0.1625
4376,CA-2014-166954,2014-04-25,2014-04-30,Standard Class,BT-11305,FUR-FU-10003708,303.25,5,0.0,63.6825,5,0.21
4377,CA-2014-166954,2014-04-25,2014-04-30,Standard Class,BT-11305,OFF-AP-10001391,270.72,3,0.0,78.5088,5,0.29
4378,CA-2014-166954,2014-04-25,2014-04-30,Standard Class,BT-11305,FUR-CH-10003973,1487.04,5,0.2,148.704,5,0.1
4379,CA-2015-140830,2015-11-30,2015-12-02,Second Class,PS-18970,OFF-EN-10000461,17.48,2,0.0,8.2156,2,0.47
4380,CA-2015-140830,2015-11-30,2015-12-02,Second Class,PS-18970,OFF-EN-10002831,71.88,2,0.0,32.346,2,0.45
4381,CA-2015-152891,2015-10-25,2015-10-30,Standard Class,TB-21625,OFF-AR-10004648,60.45,3,0.0,16.3215,5,0.27
4382,CA-2015-152891,2015-10-25,2015-10-30,Standard Class,TB-21625,FUR-TA-10001857,253.176,3,0.2,-31.647,5,-0.125
4383,US-2015-122784,2015-07-20,2015-07-27,Standard Class,RA-19915,OFF-BI-10000546,2.88,5,0.8,-4.464,7,-1.55
4384,US-2015-122784,2015-07-20,2015-07-27,Standard Class,RA-19915,FUR-BO-10004690,384.944,4,0.3,-126.4816,7,-0.3286
4385,US-2015-122784,2015-07-20,2015-07-27,Standard Class,RA-19915,TEC-PH-10001557,153.584,2,0.2,13.4386,7,0.0875
4386,US-2015-122784,2015-07-20,2015-07-27,Standard Class,RA-19915,FUR-BO-10002545,913.43,5,0.3,-52.196,7,-0.0571
4387,CA-2016-156811,2016-10-27,2016-11-02,Standard Class,BP-11095,OFF-AP-10001366,43.92,4,0.0,11.8584,6,0.27
4388,CA-2016-156811,2016-10-27,2016-11-02,Standard Class,BP-11095,OFF-BI-10001628,25.032,3,0.2,7.8225,6,0.3125
4389,CA-2017-111556,2017-11-20,2017-11-22,First Class,CD-11920,OFF-PA-10003651,46.76,7,0.0,22.4448,2,0.48
4390,CA-2017-111556,2017-11-20,2017-11-22,First Class,CD-11920,FUR-BO-10003159,183.968,2,0.2,-25.2956,2,-0.1375
